"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28110","Validate retrieval of search result","","2026-01-30","broken","2026-01-30","","Search items","Validate retrieval of search result",""
